00185730	2021-01-24 12:24:52	Application start	Successful
00185730	2021-01-24 12:25:28	Read Device	Successful
00185730	2021-01-24 12:25:51	Application quit	Successful
00185730	2021-01-24 12:37:08	Application start	Successful
00185730	2021-01-24 12:37:46	Read Device	Successful
00185730	2021-01-24 12:38:33	Set admin password	Successful
00185730	2021-01-24 12:38:50	Set User password	Successful
00185730	2021-01-24 12:39:23	Read Device	Successful
00185730	2021-01-24 12:39:37	Application start	Successful
00185730	2021-01-24 12:40:09	Read Device	Successful
00185730	2021-01-24 12:41:32	Read Device	Successful
00185730	2021-01-24 12:42:16	Application quit	Successful
00185730	2021-01-24 12:42:50	Application start	Successful
00185730	2021-01-24 12:43:08	Read Device	Successful
00185730	2021-01-24 12:51:05	Application start	Successful
00185730	2021-01-24 12:51:36	Read Device	Successful
00185730	2021-01-24 12:52:02	Set User password	Successful
00185730	2021-01-24 12:52:19	Application quit	Successful
00185730	2021-01-24 12:58:11	Application start	Successful
00185730	2021-01-24 12:58:31	Read Device	Successful
00185730	2021-01-24 12:58:45	Read Device	Successful
00185730	2021-01-24 12:59:40	Set User password	Successful
00185730	2021-01-24 13:00:04	Read Device	Successful
00185730	2021-01-24 13:01:26	Application start	Successful
00185730	2021-01-24 13:02:13	Read Device	Successful
00185730	2021-01-24 13:02:25	Read Device	Successful
00185730	2021-01-24 13:02:30	Read Device	Successful
00185730	2021-01-24 13:02:42	Application quit	Successful
00185730	2021-01-24 13:04:55	Application start	Successful
00185730	2021-01-24 13:05:13	Application quit	Successful
00185730	2021-01-24 13:05:26	Application start	Successful
00185730	2021-01-24 13:05:37	Application quit	Successful
00185730	2021-01-24 13:05:49	Application start	Successful
00185730	2021-01-24 13:06:54	Application start	Successful
00185730	2021-01-24 13:07:23	Read Device	Successful
00185730	2021-01-24 13:08:09	Read Device	Successful
00185730	2021-01-24 13:08:13	Read Device	Successful
00185730	2021-01-24 13:08:18	Application quit	Successful
00185730	2021-01-24 13:08:43	Application start	Successful
00185730	2021-01-24 13:08:57	Application quit	Successful
00185730	2021-01-24 13:09:59	Application start	Successful
00185730	2021-01-24 13:15:03	Application quit	Successful
00185730	2021-01-24 13:17:05	Application start	Successful
00185730	2021-01-24 13:17:19	Read Device	Successful
00185730	2021-01-24 13:17:47	Set User password	Successful
00185730	2021-01-24 13:17:53	Application quit	Successful
00185730	2021-01-24 13:26:33	Application start	Successful
00185730	2021-01-24 13:26:54	Read Device	Successful
00185730	2021-01-24 13:27:17	Set User password	Successful
00185730	2021-01-24 13:28:39	Application quit	Successful
00185730	2021-01-24 13:29:55	Application start	Successful
00185730	2021-01-24 13:30:26	Read Device	Successful
00185730	2021-01-24 13:30:45	Set User password	Successful
00185730	2021-01-24 13:30:52	Application quit	Successful
00185730	2021-01-24 13:35:51	Application start	Successful
00185730	2021-01-24 13:36:56	Application quit	Successful
00185730	2021-01-24 13:43:53	Application start	Successful
00185730	2021-01-24 13:46:31	Read Device	Successful
00185730	2021-01-24 13:47:06	Application quit	Successful
00185730	2021-01-24 13:49:08	Application start	Successful
00185730	2021-01-24 13:49:31	Read Device	Successful
00185730	2021-01-24 13:49:43	Application quit	Successful
00185730	2021-01-24 13:55:00	Application start	Successful
00185730	2021-01-24 13:55:40	Read Device	Successful
00185730	2021-01-24 13:56:32	Write Device	Successful
00185730	2021-01-24 13:56:46	Write Device	Successful
00185730	2021-01-24 13:57:28	Application quit	Successful
